
MeasDateTime,upward looking solar radiation; uplooking Eppley Lab precision spectral pyranometer; (Watts/meter^2),upward looking near-IR radiation; uplooking Eppley Lab precision spectral pyranometer w/ IR filter; (Watts/meter^2),downward looking solar radiation; downlooking Eppley Lab precision spectral pyranometer; (Watts/meter^2),downward looking clear solar  Bunker; downlooking Eppley Lab precision spectral pyranometer; (Watts/meter^2),downward looking near-IR radiation; downlooking Eppley Lab precision spectral pyranometer w/ IR filter; (Watts/meter^2),downward looking red solar  Bunker; downlooking Eppley Lab precision spectral pyranometer w/ IR filter; (Watts/meter^2),upward looking longwave radiation; uplooking Eppley lab precision infrared long wave radiometer; (Watts/meter^2),Upward Looking longwave voltage; uplooking Eppley lab precision infrared long wave radiometer; (millivolts),PIR case temp; uplooking Eppley lab precision infrared long wave radiometer; (Kelvin),upward looking solar radiation; uplooking Sunshine pyranometer  direct and diffuse; (Watts/meter^2),upward looking diffuse radiation; uplooking Sunshine pyranometer  direct and diffuse; (Watts/meter^2),SUN flag; uplooking Sunshine pyranometer  direct and diffuse; (bit)
2019-03-14 00:00:00,-7.40,-8.50,-1.00,0.20,-1.40,0.00,148.10,-123.80,263.20,1.00,0.00,0.00
2019-03-14 00:01:00,-7.20,-8.20,-1.00,0.20,-1.30,0.00,147.80,-124.10,263.20,1.00,0.00,0.00
2019-03-14 00:02:00,-7.10,-7.90,-1.10,0.10,-1.40,,147.60,-124.30,263.20,0.90,0.00,0.00
2019-03-14 00:03:00,-7.20,-7.90,-1.30,0.00,-1.40,,147.40,-124.50,263.10,1.00,0.00,0.00
2019-03-14 00:04:00,-7.30,-8.00,-1.40,,-1.50,,147.80,-124.00,263.10,1.00,0.00,0.00
2019-03-14 00:05:00,-7.40,-8.10,-1.40,,-1.60,,148.30,-123.40,263.10,1.30,0.00,0.00
2019-03-14 00:06:00,-7.40,-8.20,-1.50,,-1.60,,148.40,-123.30,263.10,0.90,0.00,0.00
2019-03-14 00:07:00,-7.40,-8.20,-1.40,,-1.60,,148.30,-123.30,263.10,0.90,0.00,0.00
2019-03-14 00:08:00,-7.30,-8.10,-1.40,,-1.60,,148.30,-123.30,263.10,0.90,0.00,0.00
2019-03-14 00:09:00,-7.20,-8.00,-1.40,,-1.60,,148.60,-122.90,263.10,1.00,0.00,0.00
2019-03-14 00:10:00,-7.10,-7.80,-1.40,,-1.60,,148.30,-123.10,263.00,1.00,0.00,0.00
2019-03-14 00:11:00,-7.00,-7.80,-1.50,,-1.70,,148.10,-123.40,263.00,1.20,0.00,0.00
2019-03-14 00:12:00,-7.10,-7.90,-1.50,,-1.70,,148.40,-123.00,263.00,1.30,0.00,0.00
2019-03-14 00:13:00,-7.30,-8.00,-1.50,,-1.70,,148.10,-123.20,263.00,0.80,0.00,0.00
2019-03-14 00:14:00,-7.30,-8.00,-1.40,0.00,-1.70,,147.70,-123.60,263.00,1.00,0.00,0.00
2019-03-14 00:15:00,-7.40,-8.00,-1.40,0.10,-1.60,,147.90,-123.30,263.00,1.10,0.00,0.00
2019-03-14 00:16:00,-7.30,-7.90,-1.30,0.20,-1.60,,147.60,-123.60,263.00,1.00,0.00,0.00
2019-03-14 00:17:00,-7.20,-7.80,-1.30,0.40,-1.50,0.00,147.50,-123.70,263.00,1.10,0.00,0.00
2019-03-14 00:18:00,-7.20,-7.80,-1.30,0.40,-1.50,0.00,147.00,-124.00,263.00,0.90,0.00,0.00
2019-03-14 00:19:00,-7.30,-8.00,-1.20,0.40,-1.50,0.00,146.50,-124.50,262.90,0.80,0.00,0.00
2019-03-14 00:20:00,-7.40,-8.10,-1.10,0.40,-1.40,0.00,146.60,-124.50,262.90,0.80,0.00,0.00
2019-03-14 00:21:00,-7.30,-8.10,-1.00,0.40,-1.40,0.00,146.80,-124.20,262.90,0.90,0.00,0.00
2019-03-14 00:22:00,-7.30,-8.20,-0.90,0.40,-1.40,0.00,146.90,-124.20,263.00,0.60,0.00,0.00
2019-03-14 00:23:00,-7.20,-8.10,-1.00,0.40,-1.30,0.00,146.70,-124.40,263.00,0.70,0.00,0.00
2019-03-14 00:24:00,-7.00,-7.80,-1.10,0.40,-1.40,0.00,147.20,-123.90,263.00,0.90,0.00,0.00
2019-03-14 00:25:00,-6.80,-7.60,-1.20,0.40,-1.50,0.00,147.40,-123.70,263.00,0.90,0.00,0.00
2019-03-14 00:26:00,-6.90,-7.60,-1.20,0.30,-1.50,0.00,147.50,-123.60,263.00,0.80,0.00,0.00
2019-03-14 00:27:00,-6.90,-7.80,-1.10,0.40,-1.60,0.00,147.60,-123.60,263.00,0.80,0.00,0.00
2019-03-14 00:28:00,-6.90,-7.80,-1.10,0.40,-1.50,0.00,146.90,-124.30,263.00,0.80,0.00,0.00
2019-03-14 00:29:00,-7.10,-8.00,-1.20,0.30,-1.50,,146.40,-124.80,263.00,0.70,0.00,0.00
2019-03-14 00:30:00,-7.10,-8.10,-1.10,0.20,-1.40,,146.50,-124.80,263.00,0.60,0.00,0.00
2019-03-14 00:31:00,-7.10,-8.10,-1.20,0.20,-1.40,,147.10,-124.20,263.00,0.80,0.00,0.00
2019-03-14 00:32:00,-7.10,-8.10,-1.10,0.20,-1.50,,147.40,-123.90,263.00,0.70,0.00,0.00
2019-03-14 00:33:00,-7.10,-8.20,-1.00,0.40,-1.50,0.00,147.50,-123.90,263.00,0.80,0.00,0.00
2019-03-14 00:34:00,-7.00,-8.10,-0.90,0.50,-1.40,0.10,147.40,-124.00,263.00,1.00,0.00,0.00
2019-03-14 00:35:00,-6.90,-7.90,-1.00,0.50,-1.40,0.20,147.00,-124.50,263.00,0.70,0.00,0.00
2019-03-14 00:36:00,-6.80,-7.70,-1.20,0.40,-1.50,0.10,146.50,-125.00,263.00,0.70,0.00,0.00
2019-03-14 00:37:00,-6.80,-7.70,-1.30,0.30,-1.60,,146.40,-125.10,263.10,0.80,0.00,0.00
2019-03-14 00:38:00,-6.80,-7.80,-1.30,0.30,-1.70,,146.90,-124.60,263.10,1.00,0.00,0.00
2019-03-14 00:39:00,-6.90,-7.90,-1.20,0.40,-1.70,0.00,147.60,-124.00,263.10,0.70,0.00,0.00
2019-03-14 00:40:00,-6.90,-8.00,-1.10,0.50,-1.60,0.20,147.50,-124.20,263.10,0.70,0.00,0.00
2019-03-14 00:41:00,-7.00,-8.10,-1.10,0.50,-1.60,0.20,147.30,-124.40,263.10,0.50,0.00,0.00
2019-03-14 00:42:00,-7.10,-8.20,-1.00,0.50,-1.50,0.20,147.40,-124.50,263.10,0.40,0.00,0.00
2019-03-14 00:43:00,-7.20,-8.30,-0.90,0.60,-1.50,0.30,147.00,-124.90,263.10,0.60,0.00,0.00
2019-03-14 00:44:00,-7.10,-8.20,-1.00,0.50,-1.40,0.30,147.00,-124.90,263.20,0.60,0.00,0.00
2019-03-14 00:45:00,-6.90,-7.90,-1.10,0.40,-1.40,0.20,146.70,-125.30,263.20,0.70,0.00,0.00
2019-03-14 00:46:00,-6.80,-7.70,-1.30,0.30,-1.60,0.00,147.60,-124.40,263.20,0.70,0.00,0.00
2019-03-14 00:47:00,-6.80,-7.60,-1.40,0.20,-1.70,,147.80,-124.30,263.20,0.70,0.00,0.00
2019-03-14 00:48:00,-6.80,-7.70,-1.40,0.20,-1.80,,147.30,-124.90,263.20,0.70,0.00,0.00
