
MeasDateTime,upward looking solar radiation; uplooking Eppley Lab precision spectral pyranometer; (Watts/meter^2),upward looking near-IR radiation; uplooking Eppley Lab precision spectral pyranometer w/ IR filter; (Watts/meter^2),downward looking solar radiation; downlooking Eppley Lab precision spectral pyranometer; (Watts/meter^2),downward looking clear solar  Bunker; downlooking Eppley Lab precision spectral pyranometer; (Watts/meter^2),downward looking near-IR radiation; downlooking Eppley Lab precision spectral pyranometer w/ IR filter; (Watts/meter^2),downward looking red solar  Bunker; downlooking Eppley Lab precision spectral pyranometer w/ IR filter; (Watts/meter^2),upward looking longwave radiation; uplooking Eppley lab precision infrared long wave radiometer; (Watts/meter^2),Upward Looking longwave voltage; uplooking Eppley lab precision infrared long wave radiometer; (millivolts),PIR case temp; uplooking Eppley lab precision infrared long wave radiometer; (Kelvin),upward looking solar radiation; uplooking Sunshine pyranometer  direct and diffuse; (Watts/meter^2),upward looking diffuse radiation; uplooking Sunshine pyranometer  direct and diffuse; (Watts/meter^2),SUN flag; uplooking Sunshine pyranometer  direct and diffuse; (bit)
2019-06-14 00:00:00,-9.10,-10.30,-1.60,0.10,-2.10,,243.50,-127.50,284.40,0.70,0.00,0.00
2019-06-14 00:01:00,-9.00,-10.10,-1.60,0.10,-2.10,,243.90,-126.90,284.40,0.70,0.00,0.00
2019-06-14 00:02:00,-9.00,-10.10,-1.60,0.10,-2.10,,244.00,-126.70,284.30,0.50,0.00,0.00
2019-06-14 00:03:00,-9.00,-10.20,-1.60,0.10,-2.10,,244.30,-126.20,284.30,1.00,0.00,0.00
2019-06-14 00:04:00,-8.90,-10.10,-1.50,0.00,-2.10,,245.10,-125.30,284.30,0.70,0.00,0.00
2019-06-14 00:05:00,-8.80,-10.00,-1.40,0.00,-2.00,,246.20,-124.00,284.30,0.40,0.00,0.00
2019-06-14 00:06:00,-8.70,-9.80,-1.30,0.10,-2.00,,247.20,-123.00,284.30,0.50,0.00,0.00
2019-06-14 00:07:00,-8.50,-9.60,-1.10,0.40,-1.80,0.00,248.00,-122.20,284.30,0.20,0.00,0.00
2019-06-14 00:08:00,-8.20,-9.30,-0.90,0.60,-1.70,0.30,248.30,-122.00,284.30,0.10,0.00,0.00
2019-06-14 00:09:00,-7.90,-9.10,-0.70,0.80,-1.60,0.50,248.70,-121.70,284.30,0.10,0.00,0.00
2019-06-14 00:10:00,-7.70,-8.90,-0.60,1.00,-1.50,0.60,248.90,-121.50,284.30,0.00,0.00,0.00
2019-06-14 00:11:00,-7.60,-8.70,-0.60,1.20,-1.40,0.70,249.00,-121.60,284.30,0.10,0.00,0.00
2019-06-14 00:12:00,-7.50,-8.70,-0.60,1.30,-1.50,0.70,249.10,-121.50,284.30,0.10,0.00,0.00
2019-06-14 00:13:00,-7.40,-8.60,-0.70,1.40,-1.50,0.80,249.00,-121.80,284.40,0.20,0.00,0.00
2019-06-14 00:14:00,-7.40,-8.60,-0.70,1.50,-1.50,0.80,248.50,-122.40,284.40,0.10,0.00,0.00
2019-06-14 00:15:00,-7.50,-8.60,-0.80,1.50,-1.60,0.70,248.20,-122.80,284.40,0.00,0.00,0.00
2019-06-14 00:16:00,-7.50,-8.60,-1.00,1.40,-1.70,0.60,248.10,-122.90,284.40,0.20,0.00,0.00
2019-06-14 00:17:00,-7.60,-8.70,-1.10,1.30,-1.80,0.50,248.20,-123.00,284.40,0.10,0.00,0.00
2019-06-14 00:18:00,-7.70,-8.70,-1.10,1.30,-1.80,0.40,247.60,-123.70,284.40,0.20,0.00,0.00
2019-06-14 00:19:00,-7.90,-8.80,-1.20,1.20,-1.90,0.40,247.30,-123.90,284.50,0.10,0.00,0.00
2019-06-14 00:20:00,-8.00,-8.90,-1.20,1.20,-1.90,0.40,246.90,-124.50,284.50,0.20,0.00,0.00
2019-06-14 00:21:00,-8.20,-9.10,-1.30,1.10,-2.00,0.40,247.10,-124.30,284.50,0.20,0.00,0.00
2019-06-14 00:22:00,-8.20,-9.10,-1.40,1.00,-2.00,0.40,247.50,-123.90,284.50,0.10,0.00,0.00
2019-06-14 00:23:00,-8.00,-9.10,-1.40,1.00,-2.00,0.30,248.10,-123.30,284.50,0.20,0.00,0.00
2019-06-14 00:24:00,-7.90,-9.00,-1.40,1.00,-1.90,0.20,248.30,-123.10,284.50,0.10,0.00,0.00
2019-06-14 00:25:00,-7.80,-8.90,-1.40,1.00,-1.90,0.20,248.00,-123.60,284.50,0.10,0.00,0.00
2019-06-14 00:26:00,-8.00,-9.00,-1.40,1.00,-1.90,0.10,247.70,-123.90,284.50,0.10,0.00,0.00
