
MeasDateTime,upward looking solar radiation; uplooking Eppley Lab precision spectral pyranometer; (Watts/meter^2),upward looking near-IR radiation; uplooking Eppley Lab precision spectral pyranometer w/ IR filter; (Watts/meter^2),downward looking solar radiation; downlooking Eppley Lab precision spectral pyranometer; (Watts/meter^2),downward looking clear solar  Bunker; downlooking Eppley Lab precision spectral pyranometer; (Watts/meter^2),downward looking near-IR radiation; downlooking Eppley Lab precision spectral pyranometer w/ IR filter; (Watts/meter^2),downward looking red solar  Bunker; downlooking Eppley Lab precision spectral pyranometer w/ IR filter; (Watts/meter^2),upward looking longwave radiation; uplooking Eppley lab precision infrared long wave radiometer; (Watts/meter^2),Upward Looking longwave voltage; uplooking Eppley lab precision infrared long wave radiometer; (millivolts),PIR case temp; uplooking Eppley lab precision infrared long wave radiometer; (Kelvin),upward looking solar radiation; uplooking Sunshine pyranometer  direct and diffuse; (Watts/meter^2),upward looking diffuse radiation; uplooking Sunshine pyranometer  direct and diffuse; (Watts/meter^2),SUN flag; uplooking Sunshine pyranometer  direct and diffuse; (bit)
2019-06-26 00:00:00,-11.10,-12.40,-0.20,0.30,-0.60,0.00,222.30,-136.20,282.00,0.10,0.00,0.00
2019-06-26 00:01:00,-11.10,-12.40,-0.30,0.30,-0.60,0.00,222.80,-135.70,282.00,0.40,0.00,0.00
2019-06-26 00:02:00,-11.10,-12.40,-0.30,0.30,-0.50,0.00,222.00,-136.50,282.00,0.50,0.00,0.00
2019-06-26 00:03:00,-11.20,-12.50,-0.30,0.30,-0.50,,222.30,-136.20,282.00,0.60,0.00,0.00
2019-06-26 00:04:00,-11.20,-12.50,-0.40,0.20,-0.50,,221.70,-136.80,282.00,0.70,0.00,0.00
2019-06-26 00:05:00,-11.20,-12.50,-0.30,0.20,-0.50,,221.60,-136.80,282.00,0.20,0.00,0.00
2019-06-26 00:06:00,-11.10,-12.40,-0.30,0.20,-0.60,,221.50,-136.90,281.90,0.50,0.00,0.00
2019-06-26 00:07:00,-11.10,-12.40,-0.30,0.20,-0.60,,221.50,-136.70,281.90,0.40,0.00,0.00
2019-06-26 00:08:00,-11.10,-12.40,-0.30,0.20,-0.60,,221.60,-136.70,281.90,0.50,0.00,0.00
2019-06-26 00:09:00,-11.20,-12.50,-0.30,0.20,-0.60,,221.40,-136.80,281.90,0.30,0.00,0.00
2019-06-26 00:10:00,-11.20,-12.50,-0.40,0.20,-0.60,,221.00,-137.20,281.90,0.50,0.00,0.00
2019-06-26 00:11:00,-11.20,-12.50,-0.40,0.20,-0.60,,220.60,-137.50,281.90,0.50,0.00,0.00
2019-06-26 00:12:00,-11.30,-12.60,-0.40,0.10,-0.60,,220.90,-137.10,281.90,0.40,0.00,0.00
2019-06-26 00:13:00,-11.30,-12.60,-0.40,0.10,-0.60,,220.80,-137.20,281.90,0.40,0.00,0.00
2019-06-26 00:14:00,-11.30,-12.60,-0.40,0.20,-0.60,,221.40,-136.50,281.90,0.40,0.00,0.00
2019-06-26 00:15:00,-11.20,-12.50,-0.30,0.20,-0.60,,221.30,-136.50,281.90,0.20,0.00,0.00
2019-06-26 00:16:00,-11.20,-12.50,-0.30,0.30,-0.60,0.00,221.30,-136.50,281.80,0.30,0.00,0.00
2019-06-26 00:17:00,-11.10,-12.40,-0.20,0.40,-0.60,0.00,220.90,-136.90,281.80,0.10,0.00,0.00
2019-06-26 00:18:00,-11.10,-12.40,-0.20,0.40,-0.60,0.00,221.20,-136.50,281.80,0.10,0.00,0.00
2019-06-26 00:19:00,-11.10,-12.40,-0.30,0.40,-0.50,0.00,221.50,-136.20,281.80,0.30,0.00,0.00
2019-06-26 00:20:00,-11.10,-12.40,-0.30,0.30,-0.60,0.00,221.70,-136.00,281.80,0.40,0.00,0.00
2019-06-26 00:21:00,-11.10,-12.40,-0.30,0.30,-0.60,0.00,221.80,-135.90,281.80,0.40,0.00,0.00
2019-06-26 00:22:00,-11.00,-12.30,-0.30,0.30,-0.60,0.00,222.40,-135.30,281.80,0.50,0.00,0.00
2019-06-26 00:23:00,-10.90,-12.20,-0.40,0.30,-0.60,0.00,222.80,-134.90,281.80,0.50,0.00,0.00
2019-06-26 00:24:00,-11.00,-12.20,-0.40,0.30,-0.60,0.00,222.60,-135.00,281.80,0.40,0.00,0.00
2019-06-26 00:25:00,-11.00,-12.30,-0.30,0.30,-0.60,0.00,222.50,-135.10,281.80,0.20,0.00,0.00
2019-06-26 00:26:00,-10.90,-12.20,-0.30,0.30,-0.60,0.00,222.90,-134.70,281.80,0.20,0.00,0.00
2019-06-26 00:27:00,-10.90,-12.20,-0.30,0.30,-0.60,0.00,222.70,-134.80,281.80,0.30,0.00,0.00
2019-06-26 00:28:00,-11.00,-12.30,-0.30,0.30,-0.50,0.00,222.70,-134.80,281.80,0.20,0.00,0.00
2019-06-26 00:29:00,-11.00,-12.40,-0.30,0.30,-0.60,0.00,222.30,-135.10,281.80,0.40,0.00,0.00
2019-06-26 00:30:00,-11.00,-12.40,-0.30,0.30,-0.60,0.00,222.90,-134.50,281.80,0.30,0.00,0.00
2019-06-26 00:31:00,-11.00,-12.20,-0.30,0.30,-0.60,0.00,223.30,-134.10,281.80,0.50,0.00,0.00
2019-06-26 00:32:00,-10.90,-12.20,-0.30,0.30,-0.60,0.00,223.40,-134.00,281.80,0.60,0.00,0.00
2019-06-26 00:33:00,-11.00,-12.30,-0.30,0.30,-0.60,0.00,223.40,-134.00,281.80,0.60,0.00,0.00
2019-06-26 00:34:00,-10.90,-12.20,-0.30,0.30,-0.60,0.00,223.80,-133.60,281.80,0.40,0.00,0.00
2019-06-26 00:35:00,-10.80,-12.20,-0.30,0.30,-0.60,0.00,223.60,-133.70,281.70,0.30,0.00,0.00
2019-06-26 00:36:00,-10.80,-12.20,-0.30,0.40,-0.60,0.00,223.80,-133.60,281.70,0.30,0.00,0.00
2019-06-26 00:37:00,-10.90,-12.20,-0.30,0.40,-0.60,0.00,223.90,-133.40,281.70,0.40,0.00,0.00
2019-06-26 00:38:00,-10.90,-12.20,-0.20,0.40,-0.60,0.00,223.70,-133.60,281.70,0.30,0.00,0.00
2019-06-26 00:39:00,-10.80,-12.20,-0.30,0.40,-0.50,0.00,224.40,-132.80,281.70,0.20,0.00,0.00
2019-06-26 00:40:00,-10.80,-12.10,-0.30,0.40,-0.50,0.00,224.50,-132.80,281.70,0.30,0.00,0.00
2019-06-26 00:41:00,-10.80,-12.10,-0.20,0.40,-0.60,0.00,224.10,-133.20,281.70,0.10,0.00,0.00
2019-06-26 00:42:00,-10.80,-12.10,-0.30,0.40,-0.60,0.00,224.00,-133.20,281.70,0.20,0.00,0.00
2019-06-26 00:43:00,-10.90,-12.20,-0.30,0.30,-0.50,0.00,224.10,-133.10,281.70,0.40,0.00,0.00
2019-06-26 00:44:00,-10.90,-12.20,-0.30,0.30,-0.60,0.00,224.90,-132.20,281.70,0.50,0.00,0.00
2019-06-26 00:45:00,-10.90,-12.20,-0.30,0.40,-0.50,0.00,224.90,-132.30,281.70,0.50,0.00,0.00
2019-06-26 00:46:00,-10.90,-12.20,-0.30,0.30,-0.50,0.00,224.90,-132.30,281.70,0.40,0.00,0.00
2019-06-26 00:47:00,-10.80,-12.20,-0.30,0.30,-0.60,0.00,225.10,-132.10,281.70,0.40,0.00,0.00
2019-06-26 00:48:00,-10.80,-12.20,-0.30,0.40,-0.60,0.00,225.00,-132.20,281.70,0.40,0.00,0.00
2019-06-26 00:49:00,-10.80,-12.20,-0.30,0.40,-0.50,0.00,225.00,-132.20,281.70,0.30,0.00,0.00
2019-06-26 00:50:00,-10.80,-12.20,-0.20,0.40,-0.50,0.10,224.50,-132.70,281.70,0.20,0.00,0.00
