
MeasDateTime,upward looking solar radiation; uplooking Eppley Lab precision spectral pyranometer; (Watts/meter^2),upward looking near-IR radiation; uplooking Eppley Lab precision spectral pyranometer w/ IR filter; (Watts/meter^2),downward looking solar radiation; downlooking Eppley Lab precision spectral pyranometer; (Watts/meter^2),downward looking clear solar  Bunker; downlooking Eppley Lab precision spectral pyranometer; (Watts/meter^2),downward looking near-IR radiation; downlooking Eppley Lab precision spectral pyranometer w/ IR filter; (Watts/meter^2),downward looking red solar  Bunker; downlooking Eppley Lab precision spectral pyranometer w/ IR filter; (Watts/meter^2),upward looking longwave radiation; uplooking Eppley lab precision infrared long wave radiometer; (Watts/meter^2),Upward Looking longwave voltage; uplooking Eppley lab precision infrared long wave radiometer; (millivolts),PIR case temp; uplooking Eppley lab precision infrared long wave radiometer; (Kelvin),upward looking solar radiation; uplooking Sunshine pyranometer  direct and diffuse; (Watts/meter^2),upward looking diffuse radiation; uplooking Sunshine pyranometer  direct and diffuse; (Watts/meter^2),SUN flag; uplooking Sunshine pyranometer  direct and diffuse; (bit)
2019-04-22 00:00:00,-7.70,-8.80,-0.20,0.60,-0.50,0.40,190.20,-119.80,271.90,0.90,0.00,0.00
2019-04-22 00:01:00,-8.00,-9.10,-0.30,0.60,-0.50,0.40,190.00,-120.00,271.90,0.60,0.00,0.00
2019-04-22 00:02:00,-8.30,-9.50,-0.30,0.60,-0.50,0.40,191.30,-118.70,271.90,0.60,0.00,0.00
2019-04-22 00:03:00,-8.40,-9.50,-0.30,0.60,-0.50,0.40,191.50,-118.50,271.90,0.70,0.00,0.00
2019-04-22 00:04:00,-8.10,-9.20,-0.30,0.60,-0.50,0.40,191.80,-118.10,271.90,0.50,0.00,0.00
2019-04-22 00:05:00,-8.00,-9.10,-0.20,0.60,-0.50,0.50,191.50,-118.50,271.90,0.70,0.00,0.00
2019-04-22 00:06:00,-8.00,-9.10,-0.20,0.70,-0.40,0.50,192.80,-117.20,271.90,0.60,0.00,0.00
2019-04-22 00:07:00,-8.10,-9.20,-0.10,0.70,-0.40,0.50,193.30,-116.70,271.90,0.80,0.00,0.00
2019-04-22 00:08:00,-8.10,-9.20,-0.10,0.70,-0.40,0.50,192.80,-117.20,271.90,0.40,0.00,0.00
2019-04-22 00:09:00,-8.00,-9.20,-0.10,0.70,-0.40,0.50,192.80,-117.20,271.90,0.50,0.00,0.00
2019-04-22 00:10:00,-8.10,-9.20,-0.10,0.70,-0.30,0.50,193.30,-116.70,271.90,0.40,0.00,0.00
2019-04-22 00:11:00,-8.10,-9.20,-0.10,0.60,-0.40,0.50,193.90,-116.10,271.90,0.60,0.00,0.00
2019-04-22 00:12:00,-7.90,-9.00,-0.10,0.60,-0.40,0.50,191.40,-118.60,271.90,0.80,0.00,0.00
2019-04-22 00:13:00,-7.90,-8.90,-0.20,0.60,-0.40,0.50,190.30,-119.70,271.90,0.70,0.00,0.00
2019-04-22 00:14:00,-7.90,-8.90,-0.20,0.60,-0.40,0.40,190.20,-119.80,271.90,0.60,0.00,0.00
2019-04-22 00:15:00,-7.80,-8.80,-0.20,0.60,-0.40,0.40,189.90,-120.10,271.90,0.70,0.00,0.00
2019-04-22 00:16:00,-7.90,-9.00,-0.30,0.50,-0.50,0.40,189.60,-120.30,271.90,0.80,0.00,0.00
2019-04-22 00:17:00,-8.10,-9.10,-0.30,0.50,-0.50,0.30,189.90,-120.00,271.90,0.50,0.00,0.00
2019-04-22 00:18:00,-8.10,-9.10,-0.30,0.50,-0.60,0.30,190.00,-119.90,271.90,1.00,0.00,0.00
2019-04-22 00:19:00,-8.10,-9.10,-0.30,0.50,-0.60,0.30,190.80,-119.00,271.90,0.70,0.00,0.00
2019-04-22 00:20:00,-7.90,-8.90,-0.30,0.50,-0.60,0.40,190.70,-119.10,271.90,1.00,0.00,0.00
2019-04-22 00:21:00,-7.80,-8.80,-0.20,0.60,-0.50,0.40,190.60,-119.20,271.90,0.80,0.00,0.00
2019-04-22 00:22:00,-7.90,-9.00,-0.20,0.60,-0.50,0.40,190.20,-119.60,271.90,0.60,0.00,0.00
2019-04-22 00:23:00,-8.20,-9.30,-0.20,0.60,-0.50,0.40,190.00,-119.80,271.90,0.40,0.00,0.00
2019-04-22 00:24:00,-8.40,-9.50,-0.20,0.60,-0.40,0.40,190.20,-119.60,271.90,0.70,0.00,0.00
2019-04-22 00:25:00,-8.40,-9.50,-0.20,0.60,-0.50,0.40,189.60,-120.20,271.90,0.40,0.00,0.00
2019-04-22 00:26:00,-8.40,-9.60,-0.20,0.50,-0.40,0.40,189.90,-119.80,271.90,0.80,0.00,0.00
2019-04-22 00:27:00,-8.30,-9.40,-0.20,0.50,-0.40,0.40,190.80,-119.00,271.90,0.70,0.00,0.00
2019-04-22 00:28:00,-7.90,-9.00,-0.30,0.50,-0.50,0.40,191.00,-118.70,271.90,0.70,0.00,0.00
2019-04-22 00:29:00,-7.80,-8.90,-0.30,0.50,-0.50,0.30,190.70,-119.00,271.90,0.50,0.00,0.00
2019-04-22 00:30:00,-8.00,-9.10,-0.30,0.50,-0.60,0.30,190.90,-118.80,271.90,0.90,0.00,0.00
2019-04-22 00:31:00,-8.00,-9.10,-0.30,0.50,-0.60,0.30,192.10,-117.60,271.80,0.70,0.00,0.00
2019-04-22 00:32:00,-8.10,-9.20,-0.30,0.50,-0.50,0.30,192.40,-117.30,271.80,0.80,0.00,0.00
2019-04-22 00:33:00,-8.10,-9.10,-0.30,0.60,-0.50,0.40,192.30,-117.40,271.80,0.60,0.00,0.00
2019-04-22 00:34:00,-8.00,-9.00,-0.30,0.60,-0.50,0.40,192.00,-117.70,271.80,0.30,0.00,0.00
2019-04-22 00:35:00,-8.00,-9.00,-0.30,0.60,-0.50,0.40,192.80,-116.90,271.80,0.50,0.00,0.00
2019-04-22 00:36:00,-8.00,-9.00,-0.30,0.60,-0.60,0.40,193.10,-116.50,271.80,0.70,0.00,0.00
2019-04-22 00:37:00,-7.90,-8.90,-0.30,0.60,-0.50,0.40,193.50,-116.20,271.80,0.60,0.00,0.00
2019-04-22 00:38:00,-7.90,-8.90,-0.30,0.60,-0.50,0.40,193.60,-116.10,271.80,0.50,0.00,0.00
2019-04-22 00:39:00,-7.90,-8.90,-0.20,0.60,-0.50,0.40,193.60,-116.10,271.80,0.70,0.00,0.00
2019-04-22 00:40:00,-7.90,-9.00,-0.20,0.70,-0.50,0.50,193.90,-115.80,271.80,0.50,0.00,0.00
2019-04-22 00:41:00,-8.00,-9.10,-0.10,0.80,-0.40,0.60,194.90,-114.80,271.80,0.30,0.00,0.00
2019-04-22 00:42:00,-8.00,-9.10,-0.10,0.80,-0.40,0.60,194.50,-115.10,271.80,0.40,0.00,0.00
2019-04-22 00:43:00,-8.10,-9.20,-0.10,0.80,-0.40,0.60,194.30,-115.30,271.80,0.50,0.00,0.00
2019-04-22 00:44:00,-8.10,-9.10,-0.20,0.70,-0.40,0.60,194.50,-115.20,271.90,0.50,0.00,0.00
2019-04-22 00:45:00,-7.90,-8.90,-0.20,0.70,-0.40,0.50,194.50,-115.20,271.90,0.50,0.00,0.00
2019-04-22 00:46:00,-7.90,-8.80,-0.20,0.70,-0.50,0.50,194.40,-115.40,271.90,0.50,0.00,0.00
2019-04-22 00:47:00,-7.70,-8.70,-0.20,0.70,-0.50,0.50,193.50,-116.20,271.90,0.70,0.00,0.00
2019-04-22 00:48:00,-7.70,-8.70,-0.20,0.70,-0.50,0.50,194.00,-115.70,271.90,0.80,0.00,0.00
2019-04-22 00:49:00,-7.60,-8.50,-0.20,0.70,-0.50,0.50,194.10,-115.70,271.90,0.60,0.00,0.00
2019-04-22 00:50:00,-7.60,-8.60,-0.20,0.70,-0.50,0.50,194.30,-115.40,271.90,0.80,0.00,0.00
2019-04-22 00:51:00,-7.80,-8.80,-0.30,0.70,-0.50,0.50,194.10,-115.60,271.90,0.40,0.00,0.00
2019-04-22 00:52:00,-8.00,-9.10,-0.20,0.60,-0.50,0.40,194.00,-115.80,271.90,0.70,0.00,0.00
2019-04-22 00:53:00,-8.00,-9.20,-0.20,0.60,-0.50,0.50,194.10,-115.70,271.90,0.70,0.00,0.00
2019-04-22 00:54:00,-8.00,-9.10,-0.20,0.60,-0.50,0.40,195.20,-114.50,271.90,0.70,0.00,0.00
2019-04-22 00:55:00,-8.10,-9.20,-0.20,0.60,-0.50,0.40,195.10,-114.70,271.90,0.50,0.00,0.00
2019-04-22 00:56:00,-8.20,-9.40,-0.20,0.70,-0.40,0.50,195.10,-114.70,271.90,0.60,0.00,0.00
2019-04-22 00:57:00,-8.10,-9.20,-0.10,0.70,-0.40,0.50,195.60,-114.10,271.90,0.60,0.00,0.00
2019-04-22 00:58:00,-8.00,-9.10,-0.10,0.70,-0.40,0.50,196.30,-113.40,271.90,0.70,0.00,0.00
