
MeasDateTime,upward looking solar radiation; uplooking Eppley Lab precision spectral pyranometer; (Watts/meter^2),upward looking near-IR radiation; uplooking Eppley Lab precision spectral pyranometer w/ IR filter; (Watts/meter^2),downward looking solar radiation; downlooking Eppley Lab precision spectral pyranometer; (Watts/meter^2),downward looking clear solar  Bunker; downlooking Eppley Lab precision spectral pyranometer; (Watts/meter^2),downward looking near-IR radiation; downlooking Eppley Lab precision spectral pyranometer w/ IR filter; (Watts/meter^2),downward looking red solar  Bunker; downlooking Eppley Lab precision spectral pyranometer w/ IR filter; (Watts/meter^2),upward looking longwave radiation; uplooking Eppley lab precision infrared long wave radiometer; (Watts/meter^2),Upward Looking longwave voltage; uplooking Eppley lab precision infrared long wave radiometer; (millivolts),PIR case temp; uplooking Eppley lab precision infrared long wave radiometer; (Kelvin),upward looking solar radiation; uplooking Sunshine pyranometer  direct and diffuse; (Watts/meter^2),upward looking diffuse radiation; uplooking Sunshine pyranometer  direct and diffuse; (Watts/meter^2),SUN flag; uplooking Sunshine pyranometer  direct and diffuse; (bit)
2019-03-29 00:00:00,-7.80,-8.90,-0.10,0.20,-0.20,0.10,222.50,-65.60,267.00,0.70,0.00,0.00
2019-03-29 00:01:00,-7.70,-8.90,-0.10,0.20,-0.20,0.10,223.80,-64.30,267.00,0.90,0.00,0.00
2019-03-29 00:02:00,-7.70,-8.90,0.00,0.20,-0.20,0.10,217.90,-70.30,267.00,0.70,0.00,0.00
2019-03-29 00:03:00,-7.80,-9.00,-0.10,0.20,-0.20,0.10,216.80,-71.30,267.00,0.60,0.00,0.00
2019-03-29 00:04:00,-7.90,-9.10,-0.10,0.20,-0.20,0.10,216.60,-71.50,267.00,0.70,0.00,0.00
2019-03-29 00:05:00,-7.90,-9.00,-0.10,0.20,-0.20,0.10,223.10,-65.00,267.00,0.50,0.00,0.00
2019-03-29 00:06:00,-7.80,-8.90,-0.10,0.20,-0.20,0.10,231.70,-56.30,267.00,0.50,0.00,0.00
2019-03-29 00:07:00,-7.60,-8.70,0.00,0.20,-0.20,0.10,238.10,-49.90,267.00,0.60,0.00,0.00
2019-03-29 00:08:00,-7.30,-8.40,-0.10,0.10,-0.20,0.10,239.50,-48.60,267.00,0.40,0.00,0.00
2019-03-29 00:09:00,-7.10,-8.20,-0.10,0.10,-0.20,0.10,230.90,-57.20,267.00,0.50,0.00,0.00
2019-03-29 00:10:00,-7.10,-8.20,-0.10,0.10,-0.20,0.10,229.20,-58.90,267.00,0.60,0.00,0.00
2019-03-29 00:11:00,-7.10,-8.30,-0.10,0.10,-0.20,0.10,220.50,-67.70,267.00,0.70,0.00,0.00
2019-03-29 00:12:00,-7.30,-8.50,-0.10,0.10,-0.20,0.10,224.60,-63.50,267.00,0.90,0.00,0.00
2019-03-29 00:13:00,-7.30,-8.50,-0.10,0.10,-0.20,0.10,227.70,-60.50,267.00,1.00,0.00,0.00
2019-03-29 00:14:00,-7.40,-8.50,-0.10,0.10,-0.20,0.10,229.40,-58.70,267.00,0.90,0.00,0.00
2019-03-29 00:15:00,-7.40,-8.60,-0.10,0.10,-0.20,0.10,216.90,-71.20,267.00,0.90,0.00,0.00
2019-03-29 00:16:00,-7.50,-8.60,-0.10,0.10,-0.20,0.10,214.70,-73.40,267.00,0.80,0.00,0.00
2019-03-29 00:17:00,-7.70,-8.80,-0.10,0.10,-0.20,0.10,205.80,-82.30,267.00,0.70,0.00,0.00
2019-03-29 00:18:00,-8.00,-9.10,0.00,0.20,-0.20,0.10,205.60,-82.50,267.00,0.80,0.00,0.00
2019-03-29 00:19:00,-8.20,-9.30,0.00,0.20,-0.20,0.10,211.30,-76.80,267.00,1.00,0.00,0.00
2019-03-29 00:20:00,-8.30,-9.40,-0.10,0.20,-0.10,0.10,209.30,-78.70,267.00,0.80,0.00,0.00
2019-03-29 00:21:00,-8.30,-9.40,-0.10,0.20,-0.20,0.10,217.00,-71.00,267.00,0.80,0.00,0.00
