
MeasDateTime,upward looking solar radiation; uplooking Eppley Lab precision spectral pyranometer; (Watts/meter^2),upward looking near-IR radiation; uplooking Eppley Lab precision spectral pyranometer w/ IR filter; (Watts/meter^2),downward looking solar radiation; downlooking Eppley Lab precision spectral pyranometer; (Watts/meter^2),downward looking clear solar  Bunker; downlooking Eppley Lab precision spectral pyranometer; (Watts/meter^2),downward looking near-IR radiation; downlooking Eppley Lab precision spectral pyranometer w/ IR filter; (Watts/meter^2),downward looking red solar  Bunker; downlooking Eppley Lab precision spectral pyranometer w/ IR filter; (Watts/meter^2),upward looking longwave radiation; uplooking Eppley lab precision infrared long wave radiometer; (Watts/meter^2),Upward Looking longwave voltage; uplooking Eppley lab precision infrared long wave radiometer; (millivolts),PIR case temp; uplooking Eppley lab precision infrared long wave radiometer; (Kelvin),upward looking solar radiation; uplooking Sunshine pyranometer  direct and diffuse; (Watts/meter^2),upward looking diffuse radiation; uplooking Sunshine pyranometer  direct and diffuse; (Watts/meter^2),SUN flag; uplooking Sunshine pyranometer  direct and diffuse; (bit)
2019-05-04 00:00:00,-8.80,-9.80,-0.80,0.30,-1.20,0.00,214.20,-128.90,278.90,0.60,0.00,0.00
2019-05-04 00:01:00,-8.70,-9.80,-0.80,0.30,-1.30,,214.50,-128.50,278.90,0.90,0.00,0.00
2019-05-04 00:02:00,-8.60,-9.70,-0.80,0.30,-1.30,,215.30,-127.70,278.90,0.60,0.00,0.00
2019-05-04 00:03:00,-8.50,-9.60,-0.70,0.30,-1.40,0.00,214.60,-128.40,278.90,0.50,0.00,0.00
2019-05-04 00:04:00,-8.60,-9.60,-0.80,0.30,-1.30,0.00,214.30,-128.70,278.90,0.80,0.00,0.00
2019-05-04 00:05:00,-8.60,-9.60,-0.90,0.30,-1.30,0.00,214.90,-128.00,278.90,0.70,0.00,0.00
2019-05-04 00:06:00,-8.50,-9.50,-1.00,0.30,-1.40,0.00,214.10,-128.80,278.90,0.70,0.00,0.00
2019-05-04 00:07:00,-8.40,-9.40,-1.10,0.20,-1.50,,214.00,-128.80,278.90,0.60,0.00,0.00
2019-05-04 00:08:00,-8.30,-9.30,-1.10,0.20,-1.60,,214.30,-128.50,278.80,0.70,0.00,0.00
2019-05-04 00:09:00,-8.30,-9.30,-1.10,0.20,-1.60,,213.60,-129.10,278.80,0.70,0.00,0.00
2019-05-04 00:10:00,-8.40,-9.40,-1.20,0.20,-1.60,,214.20,-128.40,278.80,1.00,0.00,0.00
2019-05-04 00:11:00,-8.40,-9.30,-1.20,0.10,-1.70,,214.30,-128.40,278.80,0.80,0.00,0.00
2019-05-04 00:12:00,-8.30,-9.30,-1.20,0.10,-1.70,,214.60,-128.00,278.80,0.60,0.00,0.00
2019-05-04 00:13:00,-8.20,-9.20,-1.10,0.20,-1.70,,214.70,-127.90,278.80,0.40,0.00,0.00
2019-05-04 00:14:00,-8.10,-9.10,-1.00,0.20,-1.60,,214.30,-128.30,278.80,0.50,0.00,0.00
2019-05-04 00:15:00,-8.00,-9.00,-1.10,0.30,-1.60,,214.10,-128.60,278.80,0.80,0.00,0.00
2019-05-04 00:16:00,-7.90,-8.90,-1.00,0.30,-1.60,,214.50,-128.10,278.80,0.40,0.00,0.00
2019-05-04 00:17:00,-7.90,-8.90,-1.00,0.30,-1.60,0.00,214.80,-127.90,278.80,0.50,0.00,0.00
2019-05-04 00:18:00,-7.90,-8.90,-0.90,0.40,-1.50,0.00,214.50,-128.20,278.80,0.50,0.00,0.00
2019-05-04 00:19:00,-7.90,-8.90,-0.80,0.50,-1.50,0.10,214.50,-128.20,278.80,0.50,0.00,0.00
2019-05-04 00:20:00,-7.90,-8.90,-0.80,0.50,-1.40,0.10,214.40,-128.30,278.80,0.40,0.00,0.00
2019-05-04 00:21:00,-7.80,-8.80,-0.80,0.50,-1.40,0.10,214.50,-128.30,278.80,0.40,0.00,0.00
2019-05-04 00:22:00,-7.70,-8.80,-0.90,0.40,-1.50,0.10,214.30,-128.60,278.90,0.40,0.00,0.00
2019-05-04 00:23:00,-7.70,-8.80,-1.00,0.40,-1.50,0.00,213.60,-129.40,278.90,0.50,0.00,0.00
2019-05-04 00:24:00,-7.70,-8.80,-1.30,0.30,-1.70,,213.00,-129.90,278.90,0.60,0.00,0.00
2019-05-04 00:25:00,-7.70,-8.80,-1.40,0.30,-1.80,,213.00,-129.90,278.90,0.60,0.00,0.00
2019-05-04 00:26:00,-7.70,-8.80,-1.50,0.20,-1.90,,213.10,-129.80,278.80,0.70,0.00,0.00
2019-05-04 00:27:00,-7.80,-8.80,-1.60,0.10,-2.10,,213.10,-129.70,278.80,1.00,0.00,0.00
2019-05-04 00:28:00,-7.90,-8.90,-1.60,0.10,-2.10,,213.40,-129.30,278.80,0.80,0.00,0.00
2019-05-04 00:29:00,-8.00,-9.00,-1.50,0.20,-2.00,,213.30,-129.40,278.80,0.50,0.00,0.00
2019-05-04 00:30:00,-8.00,-9.10,-1.30,0.30,-1.90,,214.00,-128.80,278.80,0.40,0.00,0.00
2019-05-04 00:31:00,-8.00,-9.00,-1.20,0.40,-1.90,0.00,214.10,-128.80,278.90,0.20,0.00,0.00
2019-05-04 00:32:00,-8.00,-9.00,-1.10,0.70,-1.70,0.30,213.30,-129.60,278.90,0.10,0.00,0.00
2019-05-04 00:33:00,-7.90,-8.90,-1.10,0.90,-1.70,0.50,212.80,-130.20,278.90,0.40,0.00,0.00
2019-05-04 00:34:00,-7.90,-8.90,-1.20,1.00,-1.70,0.50,212.30,-130.80,278.90,0.40,0.00,0.00
2019-05-04 00:35:00,-7.90,-8.90,-1.30,1.00,-1.80,0.50,211.80,-131.30,278.90,0.40,0.00,0.00
2019-05-04 00:36:00,-8.10,-9.10,-1.40,0.90,-1.90,0.30,212.00,-131.00,278.90,0.60,0.00,0.00
2019-05-04 00:37:00,-8.30,-9.30,-1.50,0.70,-2.00,0.30,211.50,-131.50,278.90,0.70,0.00,0.00
2019-05-04 00:38:00,-8.40,-9.30,-1.60,0.60,-2.10,0.20,211.00,-131.90,278.90,0.50,0.00,0.00
2019-05-04 00:39:00,-8.40,-9.40,-1.70,0.50,-2.20,0.10,211.00,-131.90,278.90,0.60,0.00,0.00
2019-05-04 00:40:00,-8.50,-9.50,-1.70,0.50,-2.20,0.10,211.10,-131.70,278.80,0.70,0.00,0.00
2019-05-04 00:41:00,-8.70,-9.70,-1.60,0.50,-2.20,0.10,211.20,-131.60,278.80,0.70,0.00,0.00
2019-05-04 00:42:00,-8.60,-9.60,-1.60,0.50,-2.10,0.10,210.80,-131.90,278.80,0.50,0.00,0.00
2019-05-04 00:43:00,-8.50,-9.50,-1.60,0.50,-2.10,0.10,211.00,-131.70,278.80,0.70,0.00,0.00
2019-05-04 00:44:00,-8.50,-9.50,-1.50,0.60,-2.10,0.20,210.70,-131.90,278.80,0.70,0.00,0.00
2019-05-04 00:45:00,-8.50,-9.50,-1.60,0.50,-2.10,0.10,210.60,-132.00,278.80,0.50,0.00,0.00
2019-05-04 00:46:00,-8.50,-9.50,-1.60,0.40,-2.10,0.00,210.90,-131.60,278.80,0.70,0.00,0.00
2019-05-04 00:47:00,-8.60,-9.60,-1.60,0.30,-2.10,,211.30,-131.20,278.80,0.50,0.00,0.00
2019-05-04 00:48:00,-8.60,-9.60,-1.40,0.40,-2.00,0.00,212.00,-130.50,278.80,0.50,0.00,0.00
2019-05-04 00:49:00,-8.50,-9.50,-1.20,0.60,-1.80,0.20,211.50,-130.90,278.80,0.30,0.00,0.00
2019-05-04 00:50:00,-8.40,-9.40,-1.10,0.80,-1.70,0.40,211.00,-131.50,278.80,0.30,0.00,0.00
2019-05-04 00:51:00,-8.40,-9.40,-1.10,0.90,-1.60,0.50,211.20,-131.20,278.80,0.50,0.00,0.00
2019-05-04 00:52:00,-8.40,-9.40,-1.10,1.10,-1.60,0.50,212.20,-130.30,278.80,0.20,0.00,0.00
2019-05-04 00:53:00,-8.20,-9.30,-0.90,1.40,-1.50,0.80,212.60,-129.90,278.80,0.30,0.00,0.00
